Mitocheck_Phenotypic_Class	frame_details
Shape3	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0775___Y0328
Shape3	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0533___Y0283
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0660___Y0745
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0060___Y0249
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0631___Y0836
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X1074___Y0648
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0048___Y0476
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0744___Y0674
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0581___Y0212
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X1311___Y0693
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0049___Y0526
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0075___Y0473
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0631___Y0739
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X1015___Y0262
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0791___Y0715
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0118___Y0521
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X0737___Y0883
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X1273___Y0287
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00083___X1243___Y0302
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00083___X1034___Y0629
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00083___X0492___Y0066
Shape3	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00083___X1273___Y0229
Shape3	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0806___Y0370
Shape3	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0586___Y0733
Shape3	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0976___Y0460
Shape3	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0752___Y0483
Shape3	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0965___Y0432
Shape3	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0869___Y0633
Shape3	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00381_01___T00065___X0861___Y0590
Shape3	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0213___Y0198
Shape3	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0656___Y0617
Shape3	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0635___Y0522
Shape3	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0288___Y0786
Shape3	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00079___X0945___Y0857
Shape3	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0777___Y0707
Shape3	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0203___Y0201
Shape3	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X1086___Y0735
Shape3	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0504___Y0145
Shape3	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X1305___Y0667
Shape3	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00074___X0498___Y0160
Shape3	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00074___X0778___Y0702
Shape3	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00074___X0183___Y0217
Shape3	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00074___X1311___Y0665
Shape3	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00034___X0630___Y0682
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X0708___Y0563
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0272___Y0693
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0834___Y0084
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0419___Y0685
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0083___Y0421
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0291___Y0556
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00046___X1041___Y0025
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00046___X0292___Y0603
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00046___X0323___Y0362
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00046___X0966___Y0378
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0394___Y0575
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0411___Y0670
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0515___Y0291
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0198___Y0661
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0318___Y0355
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0405___Y0923
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X0758___Y0211
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0767___Y0214
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0392___Y0570
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0753___Y0933
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X1195___Y0934
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0556___Y0707
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0424___Y0885
Shape3	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0938___Y0351
Shape3	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0363___Y0951
Shape3	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0228___Y0643
Shape3	PLLT0602_04--ex2007_01_19--sp2007_01_10--tt19--c4___P00059_01___T00048___X0318___Y0907
Metaphase	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00022___X0892___Y0089
Metaphase	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00027___X0151___Y0628
Metaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00006___X0412___Y0224
Metaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00029___X0544___Y0858
Metaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00063___X1053___Y0476
Metaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00063___X1291___Y0974
Metaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0486___Y0770
Metaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0799___Y0661
Metaphase	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0269___Y0603
Metaphase	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00292_01___T00094___X1191___Y0766
Metaphase	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00030_01___T00057___X1061___Y0351
Metaphase	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00030_01___T00057___X1052___Y0404
Metaphase	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00030_01___T00057___X0989___Y0512
Metaphase	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00030_01___T00085___X0859___Y0731
Metaphase	PLLT0028_14--ex2005_06_10--sp2005_04_29--tt16--c3___P00129_01___T00012___X0940___Y0265
Metaphase	PLLT0028_14--ex2005_06_10--sp2005_04_29--tt16--c3___P00129_01___T00013___X1133___Y0775
Metaphase	PLLT0028_14--ex2005_06_10--sp2005_04_29--tt16--c3___P00129_01___T00014___X1102___Y0106
Metaphase	PLLT0028_14--ex2005_06_10--sp2005_04_29--tt16--c3___P00129_01___T00016___X0784___Y0762
Metaphase	PLLT0028_14--ex2005_06_10--sp2005_04_29--tt16--c3___P00129_01___T00016___X0788___Y0798
Metaphase	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00032___X0112___Y0155
Metaphase	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00032___X0240___Y0354
Metaphase	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00045___X0850___Y0682
Metaphase	PLLT0030_17--ex2005_06_08--sp2005_01_01--tt17--c3___P00058_01___T00045___X0976___Y0804
Metaphase	PLLT0030_18--ex2007_02_07--sp2005_05_02--tt17--c4___P00034_01___T00061___X1272___Y0439
Metaphase	PLLT0035_06--ex2005_06_10--sp2005_05_09--tt25--c2___P00274_01___T00020___X0108___Y0326
Metaphase	PLLT0035_06--ex2005_06_10--sp2005_05_09--tt25--c2___P00274_01___T00020___X0096___Y0364
Metaphase	PLLT0038_01--ex2005_12_09--sp2005_05_10--tt17--c3___P00245_01___T00071___X1307___Y0609
Metaphase	PLLT0042_10--ex2005_06_24--sp2005_05_18--tt19--c3___P00144_01___T00035___X0413___Y0852
Metaphase	PLLT0042_10--ex2005_06_24--sp2005_05_18--tt19--c3___P00144_01___T00049___X0140___Y0101
Metaphase	PLLT0042_10--ex2005_06_24--sp2005_05_18--tt19--c3___P00144_01___T00049___X0566___Y0535
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00043___X0771___Y0109
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00043___X0886___Y0063
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00043___X0556___Y0121
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00043___X0363___Y0432
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00051___X0561___Y0740
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00055___X0807___Y0641
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00055___X0571___Y0692
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00064___X0266___Y0127
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00064___X0150___Y0461
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00070___X0727___Y0056
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00070___X0692___Y0056
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X1166___Y0185
Metaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X0515___Y0152
Metaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00071___X0816___Y0311
Metaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00072___X1053___Y0474
Metaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00072___X0476___Y0498
Metaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00072___X1189___Y0813
Metaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00073___X0065___Y0143
Metaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00000___X0479___Y0550
Metaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00012___X0405___Y0907
Metaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00028___X1295___Y0366
Metaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00028___X0536___Y0849
Metaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00028___X1245___Y0336
Metaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0842___Y0778
Metaphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X1240___Y0607
Metaphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00020___X0300___Y0554
Metaphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X1099___Y0144
Metaphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0812___Y0556
Metaphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0785___Y0592
Metaphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X1142___Y0823
Metaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00048___X0303___Y0767
Metaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00048___X0161___Y0324
Metaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00049___X1021___Y0925
Metaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00050___X1149___Y0679
Metaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00050___X0349___Y0817
Metaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00050___X1192___Y0763
Metaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00060___X1040___Y0427
Metaphase	PLLT0603_05--ex2007_01_19--sp2007_01_10--tt19--c4___P00160_01___T00048___X0393___Y0509
Metaphase	PLLT0603_05--ex2007_01_19--sp2007_01_10--tt19--c4___P00160_01___T00048___X0393___Y0555
Metaphase	PLLT0603_05--ex2007_01_19--sp2007_01_10--tt19--c4___P00160_01___T00048___X1222___Y0643
Metaphase	PLLT0603_05--ex2007_01_19--sp2007_01_10--tt19--c4___P00160_01___T00048___X1099___Y0797
Metaphase	PLLT0603_05--ex2007_01_19--sp2007_01_10--tt19--c4___P00160_01___T00048___X0159___Y0231
Metaphase	PLLT0603_05--ex2007_01_19--sp2007_01_10--tt19--c4___P00160_01___T00048___X0638___Y0663
Metaphase	PLLT0603_05--ex2007_01_19--sp2007_01_10--tt19--c4___P00160_01___T00048___X0479___Y0471
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X1045___Y0694
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X1115___Y0361
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X1114___Y0187
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X0987___Y0204
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X1052___Y0800
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X0389___Y0866
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X0586___Y0882
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X0326___Y0104
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X0491___Y0163
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X0582___Y0299
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00046___X0262___Y0879
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0739___Y0530
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0329___Y0391
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0755___Y0949
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0332___Y0436
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X1156___Y0191
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0382___Y0877
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X1239___Y0258
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0390___Y0417
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0400___Y0761
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0208___Y0400
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X1296___Y0879
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0680___Y0967
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0144___Y0367
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X1207___Y0914
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0264___Y0069
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0720___Y0556
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X1221___Y0838
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X1119___Y0281
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X1173___Y0919
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X1152___Y0192
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X1203___Y0511
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X1180___Y0341
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0220___Y0869
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0339___Y0579
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0188___Y0407
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0922___Y0158
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0554___Y0142
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0260___Y0380
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0480___Y0041
Shape1	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00094___X0697___Y0980
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00022___X0407___Y0590
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00027___X0971___Y0134
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00027___X0177___Y0764
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00027___X0406___Y0586
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00027___X0111___Y0995
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00038___X0276___Y0077
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00051___X0073___Y0295
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00051___X0410___Y0588
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00051___X0829___Y0440
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00051___X0849___Y0986
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00051___X0283___Y0077
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00062___X0851___Y0985
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00075___X0326___Y1002
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00075___X1271___Y0473
Shape1	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00075___X0078___Y0303
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0805___Y0936
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0585___Y0885
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X1048___Y0464
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0197___Y0470
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0129___Y0355
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0813___Y0122
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0712___Y0139
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0593___Y0053
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0494___Y0732
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0666___Y0356
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0424___Y0199
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00082___X0588___Y0044
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00082___X0372___Y0405
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00082___X0122___Y0490
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00082___X1048___Y0466
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00082___X0206___Y0448
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00082___X0718___Y0123
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00082___X0188___Y0748
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00092___X0556___Y0713
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00092___X0586___Y0044
Shape1	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00092___X1047___Y0467
Shape1	PLLT0019_06--ex2006_08_09--sp2005_04_18--tt17--c4___P00140_01___T00069___X0198___Y0124
Shape1	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00029___X0664___Y0319
Shape1	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00029___X0320___Y0645
Shape1	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00029___X0713___Y0483
Shape1	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00029___X0073___Y0235
Shape1	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0844___Y0949
Shape1	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0525___Y0981
Shape1	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0399___Y0266
Shape1	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0978___Y0718
Shape1	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0335___Y0292
Shape1	PLLT0026_22--ex2005_06_01--sp2005_04_26--tt17--c5___P00258_01___T00036___X0486___Y0939
Shape1	PLLT0026_22--ex2005_06_01--sp2005_04_26--tt17--c5___P00258_01___T00036___X0520___Y0757
Shape1	PLLT0026_22--ex2005_06_01--sp2005_04_26--tt17--c5___P00258_01___T00036___X1093___Y0717
